Base Number,Base Name,Pick Up Date,Number of Trips,Number of Vehicles
B00210,QUEENS DISPATCH SVC INC.,06/18/2015,100,21
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,06/27/2015,100,15
B01625,GLOBE CAR SERVICE INC,06/28/2015,100,8
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",07/02/2015,100,13
B01625,GLOBE CAR SERVICE INC,07/02/2015,100,10
B00281,"VEE CEE LIMOUSINE SERVICE, INC",07/06/2015,100,10
B02241,"MARU & KITANO, INC.",07/10/2015,100, -   
B01751,CONCORDE EXP OF N.Y. INC,07/13/2015,100, -   
B00481,806 SERVICE LLC,07/20/2015,100,9
B01625,GLOBE CAR SERVICE INC,07/21/2015,100,10
B01625,GLOBE CAR SERVICE INC,07/27/2015,100,10
B00281,"VEE CEE LIMOUSINE SERVICE, INC",07/31/2015,100,11
B00481,806 SERVICE LLC,07/31/2015,100,11
B00053,CHARGE AND RIDE INC,01/12/2015,99,56
B01522,"STM ENTERPRISES,INC",01/18/2015,99,13
B00013,LOVE CORP CAR INC,01/24/2015,99,50
B01522,"STM ENTERPRISES,INC",03/10/2015,99,17
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,04/02/2015,99,18
B00014,NY ONE CORP CAR INC,04/05/2015,99,46
B01625,GLOBE CAR SERVICE INC,04/08/2015,99,8
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,04/08/2015,99,16
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",04/14/2015,99,1
B02410,"POLO LIMOUSINE, CORP.",04/15/2015,99,26
B02725,KIRIN TRANSPORTATION INC,05/03/2015,99,1
B02410,"POLO LIMOUSINE, CORP.",05/05/2015,99,24
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",05/06/2015,99,1
B01452,AREAS TRANSP INC,05/09/2015,99,10
B02821,E5 TRANSPORTATION SOLUTIONS INC.,05/20/2015,99,11
B02821,E5 TRANSPORTATION SOLUTIONS INC.,05/21/2015,99,10
B01990,SUK INCORPORATED,05/22/2015,99,40
B00334,DO MAX CORP.,05/24/2015,99,34
B00652,RESCUE C/S INC,05/25/2015,99,16
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,05/25/2015,99,12
B02306,ACCUELIMO LUXURY LLC,05/25/2015,99,16
B02110,"OPTIMUM CAR & LIMO, INC.",06/02/2015,99,7
B01625,GLOBE CAR SERVICE INC,06/07/2015,99,9
B02462,TIFFANY'S CAR SERVICE INC.,06/10/2015,99,19
B02110,"OPTIMUM CAR & LIMO, INC.",06/12/2015,99,9
B00381,BELL RADIO INC,06/14/2015,99,38
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",06/14/2015,99,9
B02110,"OPTIMUM CAR & LIMO, INC.",06/16/2015,99,9
B00296,PRIME TIME TRANS. INC,06/17/2015,99,39
B00014,NY ONE CORP CAR INC,06/20/2015,99,57
B02661,MIC-LOU CAR SERVICES_LLC,06/25/2015,99, -   
B01379,J.J.S. TRANSPORTATION CO. INC.,06/30/2015,99,6
B00789,VITAL TRANSPORTATION INC.,07/04/2015,99,52
B01308,LIL'D DISPATCH INC.,07/07/2015,99,24
B02133,"TWR CAR & LIMO, INC.",07/09/2015,99,33
B01625,GLOBE CAR SERVICE INC,07/10/2015,99,10
B02003,"AVALON CORPORATE CAR,INC.",07/10/2015,99,56
B01625,GLOBE CAR SERVICE INC,07/24/2015,99,10
B02468,GROUNDLINK HOLDINGS LLC,07/27/2015,99,31
B01522,"STM ENTERPRISES,INC",01/07/2015,98,15
B01877,U.S.A. LIMO. INC.,01/10/2015,98,48
B01522,"STM ENTERPRISES,INC",01/16/2015,98,15
B02715,GROUNDANYWHERE LLC,01/24/2015,98,42
B02022,GOLD SEAL CAR & LIMO INC.,01/28/2015,98,30
B01522,"STM ENTERPRISES,INC",02/11/2015,98,16
B00053,CHARGE AND RIDE INC,02/23/2015,98,55
B00381,BELL RADIO INC,03/07/2015,98,46
B01522,"STM ENTERPRISES,INC",03/13/2015,98,16
B00381,BELL RADIO INC,03/14/2015,98,50
B00280,FLEET RADIO DISPATCH CORP.,03/15/2015,98,48
B01445,J T TRANS CO INC,03/17/2015,98,40
B00280,FLEET RADIO DISPATCH CORP.,03/22/2015,98,50
B00053,CHARGE AND RIDE INC,03/31/2015,98,57
b00983,"1431 CAR SERVICE, INC.",04/03/2015,98,10
B00202,"EXCELSIOR CAR & LIMO, INC.",04/09/2015,98,19
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,04/10/2015,98,8
B01625,GLOBE CAR SERVICE INC,04/10/2015,98,7
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,04/12/2015,98,8
B00296,PRIME TIME TRANS. INC,04/13/2015,98,43
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",04/13/2015,98,11
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",04/13/2015,98,1
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,04/16/2015,98,16
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,04/18/2015,98,8
B01336,BAY EXPRESS CORP.,04/19/2015,98,15
B01546,BELLE ROCK OF BEACH CHANNEL INC.,04/20/2015,98,8
B01197,"TEL-A-CAR OF NEW YORK, LLC",04/26/2015,98,45
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,04/27/2015,98,10
B01546,BELLE ROCK OF BEACH CHANNEL INC.,05/02/2015,98,7
B01741,MONACO LIMO & CAR SERVICES INC.,05/02/2015,98,14
B01854,EUROPE LIMOUSINE SERVICE INC,05/07/2015,98,28
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",05/09/2015,98,11
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",05/09/2015,98,1
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,05/11/2015,98,10
B02022,GOLD SEAL CAR & LIMO INC.,05/13/2015,98,28
B02306,ACCUELIMO LUXURY LLC,05/14/2015,98,22
B01445,J T TRANS CO INC,05/17/2015,98,38
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,05/17/2015,98,13
B02661,MIC-LOU CAR SERVICES_LLC,05/20/2015,98, -   
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,05/21/2015,98,17
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",05/21/2015,98,1
B02661,MIC-LOU CAR SERVICES_LLC,05/29/2015,98, -   
B01522,"STM ENTERPRISES,INC",06/08/2015,98,16
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",06/11/2015,98,12
B02590,LUXOR LIMO INC,06/11/2015,98, -   
B01197,"TEL-A-CAR OF NEW YORK, LLC",06/13/2015,98,37
B00210,QUEENS DISPATCH SVC INC.,06/16/2015,98,21
B02133,"TWR CAR & LIMO, INC.",06/16/2015,98,34
B02590,LUXOR LIMO INC,06/18/2015,98, -   
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,06/20/2015,98,15
B01197,"TEL-A-CAR OF NEW YORK, LLC",06/21/2015,98,41
B00281,"VEE CEE LIMOUSINE SERVICE, INC",06/24/2015,98,11
B00296,PRIME TIME TRANS. INC,06/24/2015,98,41
B02133,"TWR CAR & LIMO, INC.",06/25/2015,98,34
B00608,SUMMIT CORP CAR INC,06/26/2015,98,35
B01625,GLOBE CAR SERVICE INC,06/26/2015,98,8
B02306,ACCUELIMO LUXURY LLC,06/26/2015,98,22
B00412,NYC 2 WAY INTERNATIONAL LTD,06/27/2015,98,34
B02241,"MARU & KITANO, INC.",07/01/2015,98,1
B02241,"MARU & KITANO, INC.",07/02/2015,98, -   
B01625,GLOBE CAR SERVICE INC,07/20/2015,98,10
B01308,LIL'D DISPATCH INC.,07/22/2015,98,24
B02054,REGAL CARRIAGE LUX. CAR & LIMO. SVC INC.,07/22/2015,98,15
B01625,GLOBE CAR SERVICE INC,07/23/2015,98,10
B02241,"MARU & KITANO, INC.",07/29/2015,98, -   
B01522,"STM ENTERPRISES,INC",01/12/2015,97,16
B02022,GOLD SEAL CAR & LIMO INC.,01/12/2015,97,27
B00381,BELL RADIO INC,01/25/2015,97,40
B01522,"STM ENTERPRISES,INC",01/28/2015,97,15
B01522,"STM ENTERPRISES,INC",01/30/2015,97,14
B02569,GOGREENRIDE INC.,02/07/2015,97,1
B02022,GOLD SEAL CAR & LIMO INC.,02/10/2015,97,30
B01522,"STM ENTERPRISES,INC",03/05/2015,97,14
B00296,PRIME TIME TRANS. INC,03/11/2015,97,45
B02306,ACCUELIMO LUXURY LLC,04/02/2015,97,21
B00837,CAREY LIMO N Y INC,04/04/2015,97,46
B01445,J T TRANS CO INC,04/08/2015,97,35
B02306,ACCUELIMO LUXURY LLC,04/09/2015,97,21
B00412,NYC 2 WAY INTERNATIONAL LTD,04/18/2015,97,34
B02110,"OPTIMUM CAR & LIMO, INC.",04/21/2015,97,9
B01854,EUROPE LIMOUSINE SERVICE INC,04/22/2015,97,29
B02726,COMPADRE CAR SERVICE INC.,04/25/2015,97,8
B00202,"EXCELSIOR CAR & LIMO, INC.",05/01/2015,97,17
B01877,U.S.A. LIMO. INC.,05/03/2015,97,49
B01452,AREAS TRANSP INC,05/10/2015,97,9
B01733,SHMT INC.,05/16/2015,97,9
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",05/22/2015,97,58
B02133,"TWR CAR & LIMO, INC.",05/26/2015,97,30
B01990,SUK INCORPORATED,05/29/2015,97,36
B01452,AREAS TRANSP INC,05/31/2015,97,10
B02462,TIFFANY'S CAR SERVICE INC.,06/02/2015,97,16
B01522,"STM ENTERPRISES,INC",06/04/2015,97,16
B02590,LUXOR LIMO INC,06/05/2015,97, -   
B01197,"TEL-A-CAR OF NEW YORK, LLC",06/06/2015,97,41
B02110,"OPTIMUM CAR & LIMO, INC.",06/11/2015,97,8
B01346,ARECIBO C/S INC,06/15/2015,97,11
B02462,TIFFANY'S CAR SERVICE INC.,06/16/2015,97,17
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",06/17/2015,97,13
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",06/19/2015,97,12
B00013,LOVE CORP CAR INC,06/20/2015,97,48
B01308,LIL'D DISPATCH INC.,06/20/2015,97,24
B01522,"STM ENTERPRISES,INC",06/27/2015,97,15
B01367,"ROYAL DISPATCH SERVICES, INC.",06/30/2015,97,39
B02110,"OPTIMUM CAR & LIMO, INC.",06/30/2015,97,8
B00014,NY ONE CORP CAR INC,07/03/2015,97,53
b00983,"1431 CAR SERVICE, INC.",07/07/2015,97,11
B01625,GLOBE CAR SERVICE INC,07/07/2015,97,10
B00281,"VEE CEE LIMOUSINE SERVICE, INC",07/08/2015,97,10
B00281,"VEE CEE LIMOUSINE SERVICE, INC",07/14/2015,97,8
B02661,MIC-LOU CAR SERVICES_LLC,07/18/2015,97, -   
B00481,806 SERVICE LLC,07/30/2015,97,12
B02285,"VALERA GLOBAL, INC.",01/19/2015,96,52
B00053,CHARGE AND RIDE INC,01/21/2015,96,58
B00381,BELL RADIO INC,01/26/2015,96,45
B01522,"STM ENTERPRISES,INC",02/02/2015,96,13
B00280,FLEET RADIO DISPATCH CORP.,02/07/2015,96,51
B01522,"STM ENTERPRISES,INC",02/10/2015,96,17
B00412,NYC 2 WAY INTERNATIONAL LTD,02/15/2015,96,34
B02022,GOLD SEAL CAR & LIMO INC.,02/19/2015,96,29
B00296,PRIME TIME TRANS. INC,03/03/2015,96,42
B01522,"STM ENTERPRISES,INC",03/14/2015,96,14
B00053,CHARGE AND RIDE INC,03/24/2015,96,53
B01522,"STM ENTERPRISES,INC",03/31/2015,96,15
B00281,"VEE CEE LIMOUSINE SERVICE, INC",04/02/2015,96,7
B00281,"VEE CEE LIMOUSINE SERVICE, INC",04/05/2015,96,7
b00983,"1431 CAR SERVICE, INC.",04/11/2015,96,10
B02794,ASAP LUXE INC,04/11/2015,96,15
b00983,"1431 CAR SERVICE, INC.",04/12/2015,96,8
B02306,ACCUELIMO LUXURY LLC,04/12/2015,96,18
B01679,CENTURY CAR SERVICE INC.,04/14/2015,96,7
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,04/18/2015,96,11
B02726,COMPADRE CAR SERVICE INC.,04/18/2015,96,10
B02410,"POLO LIMOUSINE, CORP.",04/20/2015,96,24
B02410,"POLO LIMOUSINE, CORP.",04/28/2015,96,25
B01522,"STM ENTERPRISES,INC",05/01/2015,96,15
B02410,"POLO LIMOUSINE, CORP.",05/01/2015,96,29
B01675,"TOWNCAR TRANSPORTATION, INC.",05/02/2015,96,13
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,05/02/2015,96,17
b00983,"1431 CAR SERVICE, INC.",05/04/2015,96,11
B02410,"POLO LIMOUSINE, CORP.",05/04/2015,96,22
B00202,"EXCELSIOR CAR & LIMO, INC.",05/06/2015,96,18
B02725,KIRIN TRANSPORTATION INC,05/09/2015,96,1
B00652,RESCUE C/S INC,05/12/2015,96,14
B02410,"POLO LIMOUSINE, CORP.",05/13/2015,96,24
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,05/14/2015,96,11
b00983,"1431 CAR SERVICE, INC.",05/15/2015,96,10
B02661,MIC-LOU CAR SERVICES_LLC,05/16/2015,96, -   
B01741,MONACO LIMO & CAR SERVICES INC.,05/19/2015,96,16
B02661,MIC-LOU CAR SERVICES_LLC,05/22/2015,96, -   
B02821,E5 TRANSPORTATION SOLUTIONS INC.,05/22/2015,96,9
B02410,"POLO LIMOUSINE, CORP.",05/28/2015,96,27
B02133,"TWR CAR & LIMO, INC.",05/29/2015,96,35
B01522,"STM ENTERPRISES,INC",05/31/2015,96,12
B02306,ACCUELIMO LUXURY LLC,06/04/2015,96,18
B01346,ARECIBO C/S INC,06/07/2015,96,10
B01623,JAMAICA EXPRESS CAR SERVICE INC.,06/07/2015,96,10
B01346,ARECIBO C/S INC,06/25/2015,96,12
B02306,ACCUELIMO LUXURY LLC,06/28/2015,96,17
B02241,"MARU & KITANO, INC.",07/06/2015,96, -   
B00481,806 SERVICE LLC,07/10/2015,96,9
b00983,"1431 CAR SERVICE, INC.",07/13/2015,96,13
B01625,GLOBE CAR SERVICE INC,07/13/2015,96,10
B00281,"VEE CEE LIMOUSINE SERVICE, INC",07/16/2015,96,7
B00053,CHARGE AND RIDE INC,01/09/2015,95,52
B00280,FLEET RADIO DISPATCH CORP.,02/08/2015,95,43
B01990,SUK INCORPORATED,03/12/2015,95,42
B01020,MICHAELS CAR SERVICE INC.,04/01/2015,95,19
B00477,INTA-BORO ACRES INC,04/05/2015,95,41
B02794,ASAP LUXE INC,04/05/2015,95,12
B00888,ACE C/L SVCE INC,04/06/2015,95,37
B01675,"TOWNCAR TRANSPORTATION, INC.",04/06/2015,95,16
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,04/17/2015,95,17
B02794,ASAP LUXE INC,04/18/2015,95,11
B00412,NYC 2 WAY INTERNATIONAL LTD,04/19/2015,95,32
B01990,SUK INCORPORATED,04/22/2015,95,42
B02725,KIRIN TRANSPORTATION INC,04/23/2015,95,1
B02133,"TWR CAR & LIMO, INC.",04/27/2015,95,33
B01854,EUROPE LIMOUSINE SERVICE INC,04/28/2015,95,34
B01741,MONACO LIMO & CAR SERVICES INC.,05/01/2015,95,16
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",05/03/2015,95,50
B02133,"TWR CAR & LIMO, INC.",05/04/2015,95,34
B01522,"STM ENTERPRISES,INC",05/07/2015,95,15
B01522,"STM ENTERPRISES,INC",05/09/2015,95,16
B02410,"POLO LIMOUSINE, CORP.",05/12/2015,95,28
B00078,R & R ROAD LIMO SVCE INC,05/13/2015,95,42
B00319,AVENTINE AUTO RENTAL INC,05/13/2015,95,12
B01653,ART'S PLACE INC.,05/13/2015,95,12
B00013,LOVE CORP CAR INC,05/16/2015,95,49
b00983,"1431 CAR SERVICE, INC.",05/16/2015,95,10
B02440,MLL LIMOUSINE SERVICES INC.,05/20/2015,95,24
b00983,"1431 CAR SERVICE, INC.",05/21/2015,95,11
b00983,"1431 CAR SERVICE, INC.",05/24/2015,95,7
B01623,JAMAICA EXPRESS CAR SERVICE INC.,06/06/2015,95,10
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,06/07/2015,95,13
B01346,ARECIBO C/S INC,06/12/2015,95,12
B01346,ARECIBO C/S INC,06/17/2015,95,12
B02462,TIFFANY'S CAR SERVICE INC.,06/25/2015,95,18
B02003,"AVALON CORPORATE CAR,INC.",06/29/2015,95,43
B00608,SUMMIT CORP CAR INC,07/02/2015,95,36
B01751,CONCORDE EXP OF N.Y. INC,07/12/2015,95, -   
b01013,AMERICANA TRANSPORTATION LLC,07/13/2015,95,7
B01653,ART'S PLACE INC.,07/13/2015,95,12
B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",07/13/2015,95,48
B01625,GLOBE CAR SERVICE INC,07/18/2015,95,10
B01625,GLOBE CAR SERVICE INC,07/29/2015,95,10
B01308,LIL'D DISPATCH INC.,07/31/2015,95,24
B02468,GROUNDLINK HOLDINGS LLC,07/31/2015,95,28
B00053,CHARGE AND RIDE INC,01/06/2015,94,53
B02569,GOGREENRIDE INC.,01/10/2015,94,1
B00053,CHARGE AND RIDE INC,01/28/2015,94,51
B01197,"TEL-A-CAR OF NEW YORK, LLC",02/07/2015,94,43
B01990,SUK INCORPORATED,02/07/2015,94,26
B01522,"STM ENTERPRISES,INC",02/12/2015,94,16
B01949,FIRST CLASS OF NEW YORK INC.,02/18/2015,94,36
B00280,FLEET RADIO DISPATCH CORP.,02/21/2015,94,44
B00053,CHARGE AND RIDE INC,02/27/2015,94,47
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",03/07/2015,94,30
B00381,BELL RADIO INC,03/21/2015,94,42
B01854,EUROPE LIMOUSINE SERVICE INC,04/01/2015,94,31
B00202,"EXCELSIOR CAR & LIMO, INC.",04/02/2015,94,17
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,04/06/2015,94,8
B01546,BELLE ROCK OF BEACH CHANNEL INC.,04/09/2015,94,8
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,04/12/2015,94,13
B01877,U.S.A. LIMO. INC.,04/18/2015,94,57
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,04/19/2015,94,14
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,04/20/2015,94,12
B02022,GOLD SEAL CAR & LIMO INC.,04/20/2015,94,28
B00381,BELL RADIO INC,04/26/2015,94,42
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,04/26/2015,94,12
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",05/04/2015,94,1
B01379,J.J.S. TRANSPORTATION CO. INC.,05/06/2015,94,5
B02022,GOLD SEAL CAR & LIMO INC.,05/07/2015,94,27
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",05/08/2015,94,1
B02661,MIC-LOU CAR SERVICES_LLC,05/10/2015,94, -   
B01679,CENTURY CAR SERVICE INC.,05/11/2015,94,6
B01990,SUK INCORPORATED,05/15/2015,94,43
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,05/16/2015,94,12
B01452,AREAS TRANSP INC,05/16/2015,94,9
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",05/16/2015,94,11
B01741,MONACO LIMO & CAR SERVICES INC.,05/22/2015,94,15
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,05/25/2015,94,11
B02661,MIC-LOU CAR SERVICES_LLC,05/25/2015,94, -   
B01678,G WAY TRANSPORT INC.,05/27/2015,94,5
B00078,R & R ROAD LIMO SVCE INC,05/28/2015,94,37
B00652,RESCUE C/S INC,05/28/2015,94,13
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",05/29/2015,94,1
B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",06/04/2015,94,45
B01522,"STM ENTERPRISES,INC",06/11/2015,94,16
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,06/15/2015,94,16
B02462,TIFFANY'S CAR SERVICE INC.,06/15/2015,94,16
B02462,TIFFANY'S CAR SERVICE INC.,06/17/2015,94,18
B01308,LIL'D DISPATCH INC.,06/18/2015,94,24
B01379,J.J.S. TRANSPORTATION CO. INC.,06/23/2015,94,6
B02133,"TWR CAR & LIMO, INC.",06/23/2015,94,31
b00983,"1431 CAR SERVICE, INC.",07/02/2015,94,12
B00014,NY ONE CORP CAR INC,07/11/2015,94,57
B00009,T-D MAINTENANCE,07/19/2015,94,9
B02661,MIC-LOU CAR SERVICES_LLC,07/20/2015,94, -   
B00277,ALL CITY CORP TRANS INC,07/24/2015,94,37
B01751,CONCORDE EXP OF N.Y. INC,07/25/2015,94, -   
B01877,U.S.A. LIMO. INC.,07/26/2015,94,49
B00481,806 SERVICE LLC,07/28/2015,94,9
B00477,INTA-BORO ACRES INC,01/03/2015,93,46
B00381,BELL RADIO INC,01/11/2015,93,39
B00296,PRIME TIME TRANS. INC,03/02/2015,93,37
B00053,CHARGE AND RIDE INC,03/10/2015,93,48
B01522,"STM ENTERPRISES,INC",03/30/2015,93,16
B01679,CENTURY CAR SERVICE INC.,04/03/2015,93,8
B01522,"STM ENTERPRISES,INC",04/04/2015,93,14
B02725,KIRIN TRANSPORTATION INC,04/11/2015,93,1
B02110,"OPTIMUM CAR & LIMO, INC.",04/13/2015,93,8
B00280,FLEET RADIO DISPATCH CORP.,04/19/2015,93,47
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,04/20/2015,93,16
B01546,BELLE ROCK OF BEACH CHANNEL INC.,04/25/2015,93,7
B01741,MONACO LIMO & CAR SERVICES INC.,04/25/2015,93,16
b00983,"1431 CAR SERVICE, INC.",05/02/2015,93,9
B02468,GROUNDLINK HOLDINGS LLC,05/02/2015,93,21
B02715,GROUNDANYWHERE LLC,05/02/2015,93,21
B00078,R & R ROAD LIMO SVCE INC,05/06/2015,93,41
B01522,"STM ENTERPRISES,INC",05/13/2015,93,15
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",05/14/2015,93,10
B02110,"OPTIMUM CAR & LIMO, INC.",05/20/2015,93,8
B01522,"STM ENTERPRISES,INC",05/22/2015,93,14
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",05/23/2015,93,1
B01546,BELLE ROCK OF BEACH CHANNEL INC.,05/27/2015,93,9
B02821,E5 TRANSPORTATION SOLUTIONS INC.,05/27/2015,93,7
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,05/29/2015,93,9
B01197,"TEL-A-CAR OF NEW YORK, LLC",05/30/2015,93,41
B02133,"TWR CAR & LIMO, INC.",06/08/2015,93,32
B01877,U.S.A. LIMO. INC.,06/13/2015,93,50
B02110,"OPTIMUM CAR & LIMO, INC.",06/18/2015,93,9
B02110,"OPTIMUM CAR & LIMO, INC.",06/19/2015,93,9
B02133,"TWR CAR & LIMO, INC.",06/22/2015,93,31
B00296,PRIME TIME TRANS. INC,06/23/2015,93,38
B00475,RIDGE TRANSPORTATION CORP.,06/28/2015,93,7
b00983,"1431 CAR SERVICE, INC.",07/05/2015,93,9
B00481,806 SERVICE LLC,07/11/2015,93,9
B01445,J T TRANS CO INC,07/11/2015,93,39
B01751,CONCORDE EXP OF N.Y. INC,07/11/2015,93, -   
b00983,"1431 CAR SERVICE, INC.",07/17/2015,93,11
B00009,T-D MAINTENANCE,07/26/2015,93,8
B02661,MIC-LOU CAR SERVICES_LLC,07/31/2015,93, -   
B01990,SUK INCORPORATED,01/10/2015,92,27
B01522,"STM ENTERPRISES,INC",01/20/2015,92,15
B02022,GOLD SEAL CAR & LIMO INC.,01/20/2015,92,29
B01877,U.S.A. LIMO. INC.,01/31/2015,92,50
B01197,"TEL-A-CAR OF NEW YORK, LLC",02/14/2015,92,46
B02003,"AVALON CORPORATE CAR,INC.",02/16/2015,92,53
B00053,CHARGE AND RIDE INC,03/09/2015,92,50
B01522,"STM ENTERPRISES,INC",03/20/2015,92,16
B02468,GROUNDLINK HOLDINGS LLC,03/22/2015,92,24
B00296,PRIME TIME TRANS. INC,03/23/2015,92,40
B01741,MONACO LIMO & CAR SERVICES INC.,04/03/2015,92,16
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,04/03/2015,92,18
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,04/11/2015,92,8
B01522,"STM ENTERPRISES,INC",04/11/2015,92,12
B01546,BELLE ROCK OF BEACH CHANNEL INC.,04/11/2015,92,7
B00652,RESCUE C/S INC,04/13/2015,92,17
B01854,EUROPE LIMOUSINE SERVICE INC,04/13/2015,92,25
B01733,SHMT INC.,04/17/2015,92,9
B00381,BELL RADIO INC,04/18/2015,92,49
b00983,"1431 CAR SERVICE, INC.",04/18/2015,92,9
B01733,SHMT INC.,04/27/2015,92,9
B02133,"TWR CAR & LIMO, INC.",05/01/2015,92,31
B01197,"TEL-A-CAR OF NEW YORK, LLC",05/02/2015,92,39
B01452,AREAS TRANSP INC,05/02/2015,92,10
B01741,MONACO LIMO & CAR SERVICES INC.,05/04/2015,92,18
B01679,CENTURY CAR SERVICE INC.,05/06/2015,92,7
B00296,PRIME TIME TRANS. INC,05/12/2015,92,38
B02306,ACCUELIMO LUXURY LLC,05/12/2015,92,18
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,05/13/2015,92,12
B01679,CENTURY CAR SERVICE INC.,05/13/2015,92,6
B01522,"STM ENTERPRISES,INC",05/18/2015,92,15
B02022,GOLD SEAL CAR & LIMO INC.,05/19/2015,92,29
B02022,GOLD SEAL CAR & LIMO INC.,05/20/2015,92,29
B01733,SHMT INC.,05/21/2015,92,9
B02468,GROUNDLINK HOLDINGS LLC,05/22/2015,92,32
B02715,GROUNDANYWHERE LLC,05/22/2015,92,32
B01522,"STM ENTERPRISES,INC",05/23/2015,92,15
B01741,MONACO LIMO & CAR SERVICES INC.,05/26/2015,92,16
B01522,"STM ENTERPRISES,INC",05/27/2015,92,13
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",05/27/2015,92,1
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,05/28/2015,92,12
B01733,SHMT INC.,05/31/2015,92,9
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",05/31/2015,92,48
B02440,MLL LIMOUSINE SERVICES INC.,06/02/2015,92, -   
B02590,LUXOR LIMO INC,06/12/2015,92, -   
B00281,"VEE CEE LIMOUSINE SERVICE, INC",06/15/2015,92,11
B02821,E5 TRANSPORTATION SOLUTIONS INC.,06/18/2015,92,8
B01623,JAMAICA EXPRESS CAR SERVICE INC.,06/20/2015,92,11
B01367,"ROYAL DISPATCH SERVICES, INC.",06/21/2015,92,35
b01009,UNITED LIMO C/M SVC CORP,06/24/2015,92,8
B02133,"TWR CAR & LIMO, INC.",07/07/2015,92,31
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",07/09/2015,92,13
B02133,"TWR CAR & LIMO, INC.",07/17/2015,92,28
B02241,"MARU & KITANO, INC.",07/28/2015,92, -   
B02133,"TWR CAR & LIMO, INC.",07/31/2015,92,33
B00280,FLEET RADIO DISPATCH CORP.,01/02/2015,91,43
B00053,CHARGE AND RIDE INC,01/20/2015,91,53
B01087,ELITE LIMO PLUS INC,01/27/2015,91,43
B01148,EVELYN CAR SERVICE INC,01/27/2015,91,15
B01522,"STM ENTERPRISES,INC",03/15/2015,91,14
B00381,BELL RADIO INC,03/22/2015,91,44
B00053,CHARGE AND RIDE INC,03/23/2015,91,45
B01741,MONACO LIMO & CAR SERVICES INC.,04/11/2015,91,14
B00381,BELL RADIO INC,04/12/2015,91,41
B01854,EUROPE LIMOUSINE SERVICE INC,04/14/2015,91,25
